MAT.1.1	Abraham sapa David sapa Jesu Khrista ahungshuwna puhpee lerii 
MRK.8.21	“Engkhejege tal sarii ing mi chiing millie, alheh akiir ejemeh nimmingkong?” Engkhejege emmenieing anhingna abasang, “Sarii.” 
MRK.8.22	Chona amaing ennhingna arhier, “Ateleje nimminghuwmaalhiega?”
MRK.8.22	Emmenieng Bethsaidate vasehe, miheching mhichuw pesar engkhe virhiihege engkhejege iperpire tehege anhiepehe. 
MRK.8.23	Amaing mhichuwpachuw abenna bechuwge khuwtena arhriedohpe, athienening aki baangge, asie, “ajiejie che namhuwchese?”
MRK.8.24	Pesarpaching hingeeebeerge arhier, “Mihechuw kemhuwse changgechuw thingbourhethoh enghaajeng bevenehe.”
MRK.8.25	Chona Jesu ing akichuw amhinaching avonhie aparpe; engkhejege amaing aabiirche, tthage aeuwmbekhe enthiengjehing emhuw achepe. 
MRK.8.26	Chona amachuw aeente mingkege, arhier, “khuwsungte valhuwmaa.”
MRK.8.27	Jesu ing asepohhetho Kasarea Phillipi khuwbekhena hungsisehe; lhamlena Jesu ing asepoh henhingna asiehe, “miheching kiehie achuwga entenaahe?”
MRK.8.28	Emmenieing anhingna abesang, “Johon Baptisga,” lintaang ing, Laarchangpa engkhega.
MRK.8.29	Amaing ennhingna asie, “Chogenieche ninnuw ing achuwga entenaachuw?” Piter ing anhingna abesang, “nanghie Aantinpagechie.” 
MRK.8.30	Chona Jesu ing amachuw achuwnhingnadong rhiermaaruw tege eperpaaing arhier.
MRK.8.31	Chona amaing ennhingna minchuwhege arhier, Mi Sapaching ijachaam phaniege, engkhejege upaheng, Pharisi elhuwngheng amana Thiimpuwheng rhumaaheniege thehvatehe, engkhejege anieminthumna hangrhingvate. 
MRK.8.32	Amaing hevebekhehie endangjohing arhierga. Engkhejege Piter ing apaangte rhiege arukupe. 
MRK.8.33	Changgechuw amaing vaanlege sepohhechuw ibeerge, Piterchuw rukuhge arhier, “kepaangna ongmaare Saitan! Ajiegachinche nang ing Thangnhang amindeenchuw kharmaachiege tepang ing amindeenhechuw natepe.”
MRK.8.34	Amaing mi ruwpuwhele sepohhechuw eenge ennhingna arhier, “Achuw engkheing kinhuw jiegete teniebe enthenening ouwngrhumaaresie,” “engkhejege inthingkherchuw rinheniege ejieresie. 
MRK.8.35	Ajiegachiinche enchipi karning ateheching maangsavate, chona achuw engkheing enchipichuw aettha ttongjiirlina maangsaniebe ikarpi phasavate. 
MRK.8.36	Ajiegachiinche lolhiepaamna aadiebekhe phacherniege, achipichuw maangnieche ajieche kanasavate? 
MRK.8.37	Aataahie amamiching achipitho ajieing mintechevate? 
MRK.8.38	Heve misien ichuwmaahe, isiikha aatuheching kerotumna engkhejege kettonglina aning aminjaahechuw Mi sapajeching enthiing Thanven michierhetho enrhieheniege Amapa athang alaar elengtho athengleching aning minjaa navate.”
MRK.9.1	Engkhejege ennhingna arhier, “Atatah ninnhingna kerhiirga, heve eniir emmenie Kaarna alhe tepiechuwbe Thangnhang lepaa atuchenatho enrhiing ethengchuw amhuwmaataang ithiechuw mintinmaahenie.”
MRK.9.2	Enie nethum inhuwte Jesu ing aanrhiiphuwhe Piter, Jakob engkhejege Johon chuw rhiehege engkaangpaa bounglite enthienenpang arhiepehe; engkhejege amaing emmhekungna amasaa avurpe. 
MRK.9.3	Engkhejege apienheje aevaarjehing inlimge, amachuwbe lolhiepaamna pien arushuh achuwdong ing hanghing aminvaar chemaa. 
MRK.9.4	Engkhejege Mositho enrhii Elijah emmeniethoh emphuwngsehe, engkhejege emmenieng Jesutho ttong ensiehe. 
MRK.9.5	Chona Peter ing Jesunhingna arhier, “Thiimpuw, amhin henahing eong tthavate, amana eniehing thaam eenthum, narotum engkhe, Mosi rotum engkhe, engkhejege Elijah rotum engkhe kharteruw.” 
MRK.9.6	Ajie rhiervanggete ate minghuwmaase, ajiegachienche emmenieing enhimpaa ittisehe.
MRK.9.7	Chona ruduhching amingkhumpehe, engkhejege ruduhsungtena, erur etheng, “Amahie keningkeminsiipaa kesapaga, amaing arhier rongeruw.” 
MRK.9.8	Minghuw minghaluing aabiirheche emmenietho enrhie Jesuchuw maaniege achuwdong avonhie mhuwmaasehe.
MRK.9.9	Emmenieng boungtena enjungttumle, Mi Sapahcing ethiehekaartena ehangrhing aphachuw aviemaataang, “mi lintaangna nimmhuwhie rhiermaadehruw tege ttong eperpa apipehe.”
MRK.9.10	Engkhejege ethiehekaartena ihangrhinghie ajiekhangga tehege ennajir ing enrhierhege, ama arhierchuw inning morsehe. 
MRK.9.11	Chona emmenieing anhingna asie, “Ajietuna Elijah ing mensa thengvate tege thiimdeeheching arhierga?”
MRK.9.12	Amaing ennhingna arhier, “Elijaching thengge pee bekhechuw amintharcherga, atataaga; engkhejege ajiekhang Mi Sapachuw aenhimpaa ijachaam khaangniege, engkhejege ajiedongmaa beshuw vatehe ate ama khuhie ajiekhang abejiise? 
MRK.9.13	Changgechuw kieing ninnhingna kerhierga, amachuwbe Elijahchuw thengse, engkhejege ama akhulina abejiitho enghaaing, emmenieng aadiehechuw anhiingna atupehe.”
MRK.9.14	Sepohhenhingna emmenieing enghuwngle, enrovena miruhpuw inhimpaa amana thiimdee heching emmenietho ttong ensiehechuw amhuwpe. 
MRK.9.15	Mi ruhpuwheching amachuw emmhuwche ouwngluw liimsehe, engkhejege anhingte vahege arumpehe. 
MRK.9.16	Amaing ennhingna asie, “Ajielina emmenie tho ensanggechuw?”
MRK.9.17	Engkaarna engkheing anhingna abesang, “Thiimpuw, attong isuwmaa ebuwr chipi ing atoung kesapahie nanhingte kevirhiega; 
MRK.9.18	engkhejege amaing sourge amhinbekhena abethiehga; engkhejege abecher phuwrge aha irhiirge enlaachemaa; engkhejege amahie ithorpisare tesaingge nasepoh henhingna kerhierche tuchemaahe.”
MRK.9.19	Amaing ennhingna abesang, “thacha iuwmmaa misienhe, kieing ninnuwtho eyehme isih ing onghaavang etega? Kieing ninnuwchuw ejemeh isih ing deervang ketegechuw: Kenhingte virhieruw.” 
MRK.9.20	Engkhejege amaing amhuwche chipiching amachuw aamheriepe; engkhejege lolhiena tiege abecher khentho ouwnglujojohse. 
MRK.9.21	Jesu ing amapachuw asie, “anhingna ishuwhie ejemeh sihse?” Amana amaing arhier, “anepanglenaga.” 
MRK.9.22	“Amahing amemaangnaing mhisungnaje chiisungteje aphabekhena alhin; changgechuw nang ing etupi cheteniebe naning eminsiisaing ebumsare.”
MRK.9.23	Jesu ing anhingna arhier, “Nang ing cheteniebe athacha nhingna aangkheng atuchega.”
MRK.9.24	Chaleraaching amapaching uwngge ahinrhier, “Kethachase; kethachamaahie ebumsare!” 
MRK.9.25	Jesu ing mi ruhpuwheching evatenchuw amhuwche ebuwr chipichuw isehge arhier, “Nang attong nabesuwmaa, enhuwr chipi, anhingtena jungshuw, engkhejege avonhie valhuwmaare!” 
MRK.9.26	Uwngrongrongge amachuw imhehriige jungshuhse; nepangchuw ethiethoh enghaajeng uwmse, chonaching miheching arhier, “thise.” 
MRK.9.27	Changgechuw Jesu ing aki bechuwge abethiepe, engkhejege eneer achepe. 
MRK.9.28	Amaing eensungte avalhuwleching sepohhechin ouwngruw ing asie, “Ajietuna kinnuw ing hevehie kintuchemaaga?” 
MRK.9.29	Amaing ennhingna arhier, “hevehangchiehie ahinnhiemaaniege ajiedong besuw chemaa.”
MRK.9.30	Emmenieing ama amhintena vasihege Galili attimpangna aalenpehe; Amaing hangchiehie achuwdong ing emhuw chuw idemaa; 
MRK.9.31	ajiegachienche sepohhechuw minchuwhege ennhingna arhier, “Mi Sapachuw mi kihlite peheniege, emmenieng thehvatehe; engkhejege amachuw thehheniege, enie anieminthumna hangrhingvate.”
MRK.9.32	Changgechuw, arhierchuw emmenieing minghuwmaa, engkhejege anhingna isieje attiepehe.
MRK.9.33	Chona emmenieing Kapernaumte houngsehe, eensungna aongle ennhingna asiehe, “Ajielina lhamlena ensanggechuw?” 
MRK.9.34	Changgechuw derengsehe, ajiegachienche lhamlena achuwche elhuwngsehga tehege ennher ing ensanghe. 
MRK.9.35	Amaing ongge, summalhie ennhiechuw eenge, ennhingna arhier, “Achuw engkheing mensachuw ideniebe, amaing anhungkurvate engkhejege amine ouwngshuwvate. 
MRK.9.36	Chona amaing nepanghechuw bechuwge engkaarna mengongge, engkhejege ennhingna arhier,” 
MRK.9.37	“Achuw engkheing hangchie esiing nepanghe kaartena engkhechuw keromhingna rukuum tuniebe, kiechuw rukuum entuga; engkhejege achuw engkheing rukuum ituniebe, kiechuw rukuum entumaaga, changgechuw kie eenjinchier amachuw atuga.”
MRK.9.38	Johon ing anhingna arhier, “Thiimpuw, achuw engkheing naromhingna ibuwr chipi athor mhuw ungge, kinnuw ing amachuw kingkhaamga, ajiegachienche amaing kingeenhuw ijiemaa.”
MRK.9.39	Changgechuw Jesu ing arhier, “amachuw khaammaaruw; ajiegachienche, keromhingna etuchemaa nongchuw tuniege kie khuchuw itthamaa tuchevang ate achuwdong uwmmaa. 
MRK.9.40	ajiegachienche eniehie enrhuma atumaa amachuw aerotumga. 
MRK.9.41	Ajiegachiinche atataa ninnhingna kerhierga, ninnhingna Khristaga teniege ama romhingna achuw engkheing ninnhingna chii kuri engkhepang epeniebe, amaing atu manachuw maangmaanie.
MRK.9.42	“Achuw engkheing athacha nepang esiinghe engkhechuw akhiminsiena atusaru ching, ariingna chakri lhung bikhihniege rimchiisungte alhinching aetthasega. 
MRK.9.43	Naki ing nangchuw nakhi minsiina tuniebe, amachuw tinbong; nakih ennhiing noroh ithiemaadeh mhisungte elhuw saruh ing naki paangkhe uwmluing irhingtaate elhuwhching aetthasega. 
MRK.9.45	Engkhejege nakhi ing nakhi minsiinavang nategeniebe, amachuw tinbong,” naki ennhiing norohte ilhin saruh ching, nakhi ebong ing irhingnate evalhuwching tthasene.
MRK.9.47	Engkhejege namhi ing nakhi minsienavang nategeniebe, lhinvor, namhi ennhie eemveing norohte elhuw saruching, paangkhepang ing Thangnhang lepaate elhuwching narotum tthasene. 
MRK.9.48	Chonaching arongechechuw themaa, engkhejege amhije aethiemaadehga.
MRK.9.49	“Ajiegachiinche mibekhechuw mhiching bechii aearkhangkhing ebesuwvate. 
MRK.9.50	“Bechiihie aetthaga; changgechuw bechii ing achiinachuw maangniebe, ninnuw ing amachuw minchii chervangninte? Ninnuw ningkaarna bechii meuwmruw, engkhejege ninnuw engkhele engkhe dejiim ing paarruw.”
MRK.10.1	Amaing amhinchuw bethinge Judea paamte engkhejege Jordon araarte vasise. Engkhejege mi ruhpuwheching avonhie ruwkuwrhege ouwngkongsehe, anunuung amaing aminchuwhe.
MRK.10.2	Pharisiheching thenghege chaang embeernaing asie, “pesar ing nepenuw aantthephuwhie waajir ttongching arhuga?”
MRK.10.3	Amaing emmeniechuw abesang, “Mosi ing ajii ttongthoh apisehe?”
MRK.10.4	Emmenieing arhier, “Entthena leriih ingeenrhunachuw bejiiniebe Mosi ing arhupigehe.”
MRK.10.5	Changgechuw Jesu ing ennhingna arhier, “Ajiegachiinche nimbelungriir abeche lamthi ing amaing heve ttongthoh abejiiga. 
MRK.10.6	Changgechuw lolhiepaam asempehle Thangnhang ing emmeniechuw pesar engkhejege nepenuw asemgehe. 
MRK.10.7	Hevelinahing pesar ing amapa amanuw bethinniege anepenuw nhingte kaavang atega, 
MRK.10.8	engkhejege emmenie ennhiechuw sabechie engkhe eenshuwvang ategehe. 
MRK.10.9	Chonaching Thangnhang ing aminchum besachuw mee ing mintthemaaheresie.”
MRK.10.10	Chona eengsungnaching sepohheching heve khunahing anhingna asiehe. 
MRK.10.11	Amaing ennhingna arhier, “Achuw engkheing alumheechuw entthephuwniege, lintaang engkhechuw paarphuwniebe anepenuwlina naamaa atuga; 
MRK.10.12	Engkhejege nepenuw ing athienening apuwsarchuw entthephuwniege, lintaang engkhetho paarheniebe amajeng naamaa atuga.”
MRK.10.13	Miheching isiing nepanghechuw Jesuching aki ing aparnaing avirhiihe; engkhejege sepohheching aasehe. 
MRK.10.14	Changgechuw Jesu ing amachuw amhuwtaanaching, enhimpaa nongemaage ennhingna arhier, “isiing nepanghekha kenhingte vaheresie, khaammaaruw; ajiegachienche Thangnhang Eruwngpaamchuw emmenie hangchiihe taga. 
MRK.10.15	Atatah, isiing nepanghe khangkhing Thangnhang lepaa aalhaangmaa heching lhuwchemaanie.” 
MRK.10.16	Engkhejege amaing aben ing ikorhege, entaalina aki baangge, engkhejege bor apihe.
MRK.10.17	Hanghing amaing lham ahinjiele, pesar engkhe vatenge akhiruwkhuw phinge, engkhejege anhingna asie, “Ittha Thiimpuw, kieng ettiim enemaa irhingnachuw aphana ajii tuvang ketega?”
MRK.10.18	Jesu ing anhingna arhier, “Ajietunaching kiechuw ittha entegechie? Achuwdong ittha uwmmaa Thangnanggetha. 
MRK.10.19	Nang ing ttongthohhechuw naminghuwga: Mi thehmaa, nang ing naamaa tumaa, nang beromaa; nang ing amamaa saarkhii pemaa, namphuw ing minchemaa; nangpa nangnuwchuw aejare!”
MRK.10.20	Amaing anhingna arhier, “Thiimpuw, hevebekhehie kilerle betthiimge keminjiega.” 
MRK.10.21	Jesu ing amachuw ibeerge, aning minsiige arhier, “nang ing nong engkhe nasamse, engkeing, nang ing nadeenbekhe chuw juwr ing sarahechuw pere, engkhejege amaching mimvenna nalernachii chuw uwmvate; chona huwng ing ejiere.” 
MRK.10.22	Amachuw athietaanaching abelung minthimge jase engkhejege engkese, ajiegachienche amaing lerchii adeenpohga.
MRK.10.23	Chona Jesu ing arovechuw ibeerge asepohhenhingna arhier, “savangheching Thangnhang lepaate ijehmeh ejaing valhuwvang atega!
MRK.10.24	Engkhegege sepohheching amachuw arhier lina ouwngluw rhiisehe, changgechuw Jesu ing avonhii ennhingna arhier, “Nepanghe, lerchiina abelungrier apiheching Thangnhang lepaate aevalhuw ijehmeh eluga! 
MRK.10.25	Savangheching Thangnhang lepaate elhuwhie sariingsii saing tthimphie khorna aevalhuwching elesehga.
MRK.10.26	Emmenieing enhimpaa ouwngluw liimse, engkhejege ennajir ing enrhierhe, “Chogenieche achuw ing ikarpi phachevate?”
MRK.10.27	Jesu ing emmeniechuw ibeerge arhier, “Mi nhingnabe hevehie shuwchemaanie, changgechuw Thangnhangnhingnabe amachuwmaaga amabekhehie ishuwhchega.”
MRK.10.28	Piter ing anhingna ittong abetthiimpe, “Ibeer, kinnuw ing kindeenbekhe bethinuwngge kinjiegechuw.”
MRK.10.29	Jesu ing arhier, “Atatah ninnhingna kerhierga,” “kie rotumna, engkhejege aettha ttongjiirlina, aeen, auw ane, asar ajuwr, amanuw amapa, sitibaasien, lhiebaargejenie bethinniebe, 
MRK.10.30	amaing atele aphanaing aejachaam phaniege, aeen alhie, auw ane, asar ajuwr, amanuwhe, asitihe engkhejege lhiebaar saruh roza engkhe, amana thengvang ate lolhiepaamna ittiim aenemaa irhingchuw phavate. 
MRK.10.31	Changgechuw mensahe enhimpaheching nhungkurvate, engkhejege nhungkurheching men savatehe.”
MRK.10.32	Emmenieng Jerusalemte enghangsile, engkhejege Jesu ing emmana hesige ouwngluw rhiihse, lintaang aanhuw aajiiheching ittisehe. Amaing sepohhechuw avonhie himbesuwge ennhingna shuwvang atebekhechuw minchuwhege arhier, 
MRK.10.33	hanghing arhier, “Ebeerruw, enieing Jerusalemte hangsinemie, engkhejege Mi sapachuw khorpuw elhuwnghe, engkhejege thiimdeehe nhingna vipeheniege, engkhejege athehnaing amaraar meuwmvatehe; chona lintaang yaatihenhingte pevatehe. 
MRK.10.34	emmenieng siimnaheniege, becherheniege, binheniege, engkhejege thehvatehe; engkhejege inie nethum aanhuwna avonhie hangrhingvate.”
MRK.10.35	Zebedee sapa ennhie Jakoble Johon heching anhingte thenghege arhier, “Thiimpuw,” “nanhingna kinnhiisaahie itupivangniete kintesaana.”
MRK.10.36	Engkhejege amaing ennhingna arhier, “Kieing ninrotum ajie etupiresie nintega?”
MRK.10.37	Engkhejege emmening anhingna arhier, “nathangnalaar paangna kinnuwchuw engkheing tachangte, engkhejege engkheing talite emengongsare.”
MRK.10.38	Changgechuw Jesu ing innhingna arhier, “ninnuw ing ninnhiihie ajiega minghwmaachuw. Ninnuw ing eenvang kete belinchuw ninnuw ing een chevangninte changmaanieche chii keluchuw ninnuw ing aelhaang chehvang ninte?”
MRK.10.39	Emmenieing abesanghe, “chevanggung,” chotahnaching Jesu ing ennhingna arhier, “Kieng eenvang kete belinchuw eenchuwbe eenvangninte, engkhejege chii keluchuw ninnuwjeng luhchevangninte; 
MRK.10.40	changgechuw kie ketachangna engkhejege Ketalina ongvang nintechuw kieing pevang ketemaagechuw changgechuw amachuwbe enrotumna abethongbesa mihe rotumga.”
MRK.10.41	Sepoh suumching ama ttongchuw enthieche emmenieing Jakoble Johon taalina embelung siisehe. 
MRK.10.42	Chonaching Jesu ing eenhege arhier, “Lintaang yaatihelina elhuwng miheching emminghuw ateembesaheching entaalina aapuw ouwngshuwga, engkhejege ingeelhuwngheching entaalina apuw anongchuw atuga echii nimminghuwga. 
MRK.10.43	Changgechuw ningkaarnabe changching uwmmaachuw; changgechuw, ningkaarna lhuwngning ateching nimminechuw eensuwrimvang atega. 
MRK.10.44	engkhejege ningkaarna elhuwngseh aadieching mibekhe shuw eensuwvang atega. 
MRK.10.45	Ajiegachiinche Mi sapaching ataachuw sepa atupinaing tege ethengmaaga, changgechuw mi sepa atunaing engkhejege mihechuw aatinpinaching engkhejege rhingrie apina ijuwngga.”
MRK.10.46	Emmenieng Jerikote huwnghege. Jesu ing Jerikotena sepohhethoh mi ruhpuwhethoh enrhiihege enghuwngle, Timaeus sapa amhi echu buw aanhiepaching lhampuwkurna aeheong. 
MRK.10.47	Amaing Nazarettena Jesuga ate aminghuwtaana, uwngge ahinrhierpe, “David sapa Jesu, naning eminsiisare.
MRK.10.48	Miheching derengre tehege arukuhe, changgechuw epersesehing uwngge, “David sapa, naning eminsiisare!”
MRK.10.49	Jesu ing neerjehge ahinrhier, “amamichuw vaeenruw,” engkhejege emmenieing mhichu nhingna vahege, anhingna arhier, “nabelung mengam,” “hangneerre nangchuw eengeennaa,” 
MRK.10.50	Chonaching apien lhinverge, inchuwmge Jesu paangte vase. 
MRK.10.51	Chona Jesu ing anhingna arhier, “ajie etupiresie natega?” Mhichuching anhingna arhier, ‘Kethimpuw,’ “avonhie mhuwsagete.”
MRK.10.52	Jesu ing anhingna arhier, “Engke, nathachaching immintthaape.” Chaleraaching amhi emhuw aphape, engkhejege alham jiege Jesu enhuw ajiepe.
MRK.11.1	Emmenieng Jerusalem himpharong atele, Olive boung apaangna Bethphagena, engkhejege Bethaniate Jesu ing sepoh ennhie chiirge arhier, 
MRK.11.2	“vasinung nimmana euwm khuwna nimvalhuwle, achuwdong ing atoungmaalhie sekursiing engkhiichuw mhuwvangninte; amachuw bejohnung hinrhiiruw. 
MRK.11.3	Achuw engkhe ing ninnhingna rhierniege, ajietuna hevehie nintuga? ‘hanghing rhierruw, Thangpa ing tunavang ate uwmne engkhejege enrang ing vibilivate’ ”
MRK.11.4	Emmenieng vahege eengkhaarkungna akhii sekursiingchuw avatuhpehe; engkhejege abejohpehe. 
MRK.11.5	Apaangna eneerheching ennhingna arhier, “ajietuna sekursiinghie nimbejohga?”
MRK.11.6	Emmenieing Jesu ing arhierchuw atonghe; engkhejege embejohchuw arhupipehe. 
MRK.11.7	Chona sekursiingchuw Jesu nhingna hinrhiehege ataalina pien thahege Thangpa ing ataalite hangkarse. 
MRK.11.8	Mi enhimpaheching lhampuwna empien bejarhege, engkhejege lintangheching phelhietena thingbaa sehhege lhamna athahe. 
MRK.11.9	Amana aanhuw ijiihele maangsohna isiheching uwnghege ennhier, “Hosanna! Thangpa romhingna etheng arasii aethaga! 
MRK.11.10	Emapa aemapuw David Eruwng lepaa chuw rasii tthaane! Hosanna thangven ithi ing engkaangpaa!”
MRK.11.11	Chona amaing Jerusalem Thangnhang eensuwngte valhuwge, arovebekhechuw ebeerge, athertaanaching, amaing suwmalhie ennhii thoh Bethanite huwngsehe.
MRK.11.12	Ama enie atuhnie inienaching Bethanitena ahungsile Jesuchuw avin ttaamse. 
MRK.11.13	Raarkhena anha aeuwm thechangbor vimhuwge, amaing aanrah euwmgumtah tege avaabeer. Abuwmte avaache anhamaaniege ajiedong tuehmaase; ajiegachienche amachuw aanraphamaaga. 
MRK.11.14	Amaing arhier, “achuwdong ing apha hevenahing betthiimniege aphabekhena naanrah samaaresie.” Engkhejege amachuw sepohheching athiehe.
MRK.11.15	Chona Jerusalemte thengge Thangnhang eensungte valhuwse, engkhejege asungna aajuwr aaliehechuw ethor abetthiimpe, engkhejege, sheer amintehe ongnaheje, eenvatthuw aajuwrhe aeongnabekhe abelehcherpe; 
MRK.11.16	engkhejege Thangnhang eensungna bekam jekhie pih arinbekheheje rhupimaase. 
MRK.11.17	Amaing minchuwhege arhier, “Amahie enjiibesamaakhang,
MRK.11.17	‘kie keenhie yaatibekhe rotum hinnhiinavang ate eenchuwvang atega?’
MRK.11.17	changgechuw ninnuw ing amachuw eenruwhe akhor nimbesuwpe.”
MRK.11.18	Elhuwng khorpuwhele Thiimdeeheching thiehege emmenieing Jesuchuw ajiekhang thehteruw tehege alham ajonghe; ajiegachienche emmenieching aettisehe, ajiiga ateinche mi ruhpuwhe aminchuwhe ttonglina eenluw aeliimhe. 
MRK.11.19	Engkhejege kholhie ahimphache, Jesule asepoh heching ama khuwpuw tena engkesehe.
MRK.11.20	Yiengna hanghing enghungsile, thechang borchuw arojung ephaing aettongchuw amhuwhe. 
MRK.11.21	Chona Piter ing eenthiege anhingna arhier, “Rabbi, ibeer! Nang ing naasher thechangborkha ttongse.”
MRK.11.22	Jesu ing abesang, “Thangnhangchuw thachare, 
MRK.11.23	Atatah ninnhingna kerhierga, achuw engkheing heve boungnhingna, nang impimjoh ing rimchiite bore, teteniebe, engkhejege nabelungriirna thachateniebe, amachuw ninnhingna shuwvate. 
MRK.11.24	Chonaching ninnhingna kerhierga, ninnuw ing hinnhetenuwge ninnhii pihbekhe kimphape tenung thacharuw, engkhejege ninnhingna shuwvate. 
MRK.11.25	Ninnuw ing enhiina ninghangneer aphana Thangvenna aeong nimmapajeng ninlaarbekheje ekuhpinaing, achuw tahlina belungrier nongemaa uwmniebe, emmeniechuw kuhpiruw.”
MRK.11.26	Changgechuw ninnuw ing kuhpimaatenuwbe, Thangvenna aeong nimmapajeng ninlaarchuw ikuh pimaanie.
MRK.11.27	Avonhie Jerusalemte houngsehe. Amaing Thangnhang eensungna hungsi vasige auwmle Khorpuw elhuwnghe, Thiimdeehe engkhejege upaheching anhingte thenghege, 
